,dt_hour,PM25_ugm3_Mean,ambient_Temp_C_Mean,rh_pct_Mean,BarometricPressure_mbar_Mean,airport_wind_spd_kmh,airport_wind_dir,season_Autumn,season_Spring,season_Summer,season_Winter
70944,2015-11-16 10:00,11.83436782,-13.44672414,27.91948276,922.0,3.0,50,0,0,0,1
70945,2015-11-16 11:00,14.71775862,-13.53534483,28.42517241,921.1206897,1.0,360,0,0,0,1
70946,2015-11-16 12:00,14.19687931,-12.27396552,29.54172414,920.3275861999999,10.0,320,0,0,0,1
70947,2015-11-16 13:00,3.323293103,-12.44844828,29.64793103,919.4482759,10.0,350,0,0,0,1
70948,2015-11-16 14:00,3.81508046,-12.98655172,28.56172414,918.8793103,16.0,340,0,0,0,1
70949,2015-11-16 15:00,3.146132184,-13.34551724,27.75568966,918.0,10.0,340,0,0,0,1
70950,2015-11-16 16:00,3.34233908,-14.066206900000001,27.15224138,918.0,11.0,330,0,0,0,1
70951,2015-11-16 17:00,3.74066092,-15.64672414,25.79465517,917.3103447999999,11.0,350,0,0,0,1
70952,2015-11-16 18:00,3.7260114939999998,-16.45862069,24.93413793,917.0,9.0,340,0,0,0,1
70953,2015-11-16 19:00,2.843890805,-16.48896552,24.71982759,917.0,9.0,350,0,0,0,1
70954,2015-11-16 20:00,2.727344828,-16.65913793,24.53741379,917.0,11.0,360,0,0,0,1
70955,2015-11-16 21:00,2.11116092,-16.67586207,24.56913793,917.1551724,8.0,330,0,0,0,1
70956,2015-11-16 22:00,3.2839482760000003,-16.625,24.78310345,918.0,10.0,340,0,0,0,1
70957,2015-11-16 23:00,5.9885632179999995,-16.39,24.92258621,918.0,12.0,320,0,0,0,1
70958,2015-11-17 0:00,6.940344828,-16.47931034,24.75603448,918.1034482999999,12.0,320,0,0,0,1
70959,2015-11-17 1:00,6.313275862,-16.58275862,24.59310345,918.9655172,9.0,340,0,0,0,1
70960,2015-11-17 2:00,3.5983850569999998,-16.46465517,24.42827586,919.0,8.0,340,0,0,0,1
70961,2015-11-17 3:00,3.227373563,-16.50275862,24.17241379,919.8965517000001,10.0,350,0,0,0,1
70962,2015-11-17 4:00,2.971229885,-16.62603448,24.29603448,920.0,9.0,310,0,0,0,1
70963,2015-11-17 5:00,2.590477011,-17.34603448,23.683793100000003,920.3448276,10.0,310,0,0,0,1
70964,2015-11-17 6:00,3.19916092,-18.25241379,22.49293103,921.0,5.0,290,0,0,0,1
70965,2015-11-17 7:00,8.566909605,-19.72050847,20.76271186,921.0,5.0,300,0,0,0,1
70966,2015-11-17 8:00,17.85175141,-20.71864407,19.93644068,921.7627118999999,8.0,310,0,0,0,1
70967,2015-11-17 9:00,13.52151724,-18.87724138,21.37637931,922.0344828,2.0,360,0,0,0,1
70968,2015-11-17 10:00,24.92729885,-18.56534483,21.74586207,922.7931034,1.0,360,0,0,0,1
